name,server_id,time_ordered,is_served,price
French Fries,5,2022-10-28 04:41:32,true,2.69
Chicken Sandwich,4,2022-10-28 15:56:08,true,7.49
French Fries,2,2022-10-28 02:59:05,true,2.69
Chicken Sandwich,5,2022-10-28 06:19:33,false,7.49
Fountain Drink,4,2022-10-28 16:09:42,true,2.45
Bacon Burger,1,2022-10-28 23:05:26,false,7.89
Bacon Burger,5,2022-10-28 19:56:41,false,7.89
Gig Em Patty Melt,4,2022-10-28 10:00:31,true,8.29
French Fries,3,2022-10-28 21:16:02,false,2.69
Gig Em Patty Melt,4,2022-10-28 05:27:20,true,4.49
Chicken Tenders,2,2022-10-28 01:04:29,true,7.49
French Fries,1,2022-10-28 03:39:21,false,2.69
Chicken Tenders,1,2022-10-28 14:35:23,true,7.49
Classic Hamburger,2,2022-10-28 08:22:18,true,6.49
Caesar Salad,4,2022-10-28 14:06:09,true,8.29
Classic Hamburger,2,2022-10-28 21:06:34,true,6.49
Caesar Salad,2,2022-10-28 07:34:53,true,8.29
French Fries,4,2022-10-28 14:05:27,false,2.69
Caesar Salad,1,2022-10-28 13:40:35,false,8.29
Fountain Drink,4,2022-10-28 23:36:30,true,2.45
Fountain Drink,2,2022-10-28 10:12:37,true,2.45
Cookie Sandwich,3,2022-10-28 17:26:13,false,4.69
Bacon Burger,2,2022-10-28 04:51:47,true,7.89
Cookie Sandwich,4,2022-10-28 04:27:03,false,4.69
Black Bean Burger,2,2022-10-28 01:01:16,true,7.29
Cookie Sandwich,1,2022-10-28 14:57:58,false,4.69
French Fries,5,2022-10-28 12:26:15,true,2.69
French Fries,2,2022-10-28 18:54:55,false,2.69
Bacon Burger,2,2022-10-28 08:42:10,false,7.89
French Fries,5,2022-10-28 23:50:32,true,2.69
Black Bean Burger,1,2022-10-28 10:49:54,false,7.29
Cookie Sandwich,2,2022-10-28 12:27:24,true,4.69
Black Bean Burger,2,2022-10-28 14:16:36,false,7.29
French Fries,2,2022-10-28 21:34:01,false,2.69
Classic Hamburger,1,2022-10-28 20:17:18,false,6.49
French Fries,1,2022-10-28 09:19:54,true,2.69
Aggie Shakes,2,2022-10-28 13:39:40,false,4.49
Chicken Sandwich,2,2022-10-28 06:13:14,true,7.49
French Fries,2,2022-10-28 19:01:42,true,2.69
French Fries,2,2022-10-28 06:06:09,false,2.69
Black Bean Burger,3,2022-10-28 16:59:14,true,7.29
Aggie Shakes,4,2022-10-28 08:46:02,true,4.49
Caesar Salad,1,2022-10-28 18:40:06,false,8.29
Chicken Sandwich,5,2022-10-28 17:20:30,false,7.49
Ice Cream Cup,2,2022-10-28 03:06:42,true,3.29
Cookie Sandwich,5,2022-10-28 05:02:35,false,4.69
Caesar Salad,2,2022-10-28 03:41:32,true,8.29
Classic Hamburger,5,2022-10-28 20:12:03,true,6.49
Gig Em Patty Melt,5,2022-10-28 11:51:50,true,7.49
Aggie Shakes,5,2022-10-28 15:25:27,false,4.49
Gig Em Patty Melt,2,2022-10-28 20:54:41,true,3.29
Caesar Salad,3,2022-10-28 20:19:48,true,8.29
Caesar Salad,3,2022-10-28 13:19:26,true,8.29
Chicken Sandwich,1,2022-10-28 08:52:09,false,7.49
Chicken Tenders,4,2022-10-28 18:59:42,true,7.49
Chicken Sandwich,3,2022-10-28 17:46:16,false,7.49
Fountain Drink,4,2022-10-28 09:58:03,false,2.45
Chicken Sandwich,4,2022-10-28 16:04:58,true,7.49
Aggie Shakes,1,2022-10-28 17:53:03,true,4.49
Aggie Shakes,5,2022-10-28 14:45:07,true,4.49
Caesar Salad,4,2022-10-28 23:56:12,true,8.29
Fountain Drink,4,2022-10-28 11:19:31,true,2.45
Ice Cream Cup,4,2022-10-28 18:02:56,false,3.29
Caesar Salad,3,2022-10-28 09:53:57,true,8.29
Chicken Sandwich,3,2022-10-28 10:27:57,false,7.49
Fountain Drink,5,2022-10-28 15:26:25,true,2.45
Fountain Drink,2,2022-10-28 07:51:06,false,2.45
Ice Cream Cup,1,2022-10-28 06:33:39,true,3.29
Caesar Salad,4,2022-10-28 21:55:26,false,8.29
Ice Cream Cup,1,2022-10-28 21:02:18,true,3.29
Aggie Shakes,5,2022-10-28 06:14:09,false,4.49
Fountain Drink,3,2022-10-28 09:03:54,true,2.45
Ice Cream Cup,1,2022-10-28 03:19:04,true,3.29
Classic Hamburger,5,2022-10-28 05:08:04,false,6.49
Classic Hamburger,3,2022-10-28 20:22:17,true,6.49
Cookie Sandwich,2,2022-10-28 15:20:47,true,4.69
Cookie Sandwich,3,2022-10-28 04:44:50,false,4.69
Cookie Sandwich,1,2022-10-28 13:24:38,false,4.69
Classic Hamburger,5,2022-10-28 00:23:02,false,6.49
Caesar Salad,1,2022-10-28 08:49:14,false,8.29
French Fries,5,2022-10-28 16:32:29,true,2.69
Chicken Tenders,4,2022-10-28 20:26:07,false,7.49
Aggie Shakes,3,2022-10-28 02:57:04,true,4.49
Black Bean Burger,1,2022-10-28 11:50:56,false,7.29
Classic Hamburger,3,2022-10-28 10:06:36,true,6.49
Classic Hamburger,3,2022-10-28 19:40:39,false,6.49
Cookie Sandwich,1,2022-10-28 14:19:40,true,4.69
Cookie Sandwich,2,2022-10-28 19:22:19,true,4.69
Black Bean Burger,3,2022-10-28 06:39:22,false,7.29
Gig Em Patty Melt,3,2022-10-28 06:10:30,false,3.29
Chicken Sandwich,3,2022-10-28 21:06:24,false,7.49
Aggie Shakes,1,2022-10-28 13:38:08,false,4.49
Bacon Burger,3,2022-10-28 16:47:28,true,7.89
French Fries,5,2022-10-28 06:14:59,true,2.69
Bacon Burger,4,2022-10-28 01:35:53,true,7.89
French Fries,2,2022-10-28 16:14:45,true,2.69
Black Bean Burger,1,2022-10-28 22:27:05,true,7.29
Classic Hamburger,4,2022-10-28 02:16:41,true,6.49
Chicken Tenders,1,2022-10-28 04:01:09,false,7.49
Chicken Tenders,3,2022-10-28 09:27:00,true,7.49
Chicken Tenders,2,2022-10-28 19:09:35,true,7.49
Fountain Drink,5,2022-10-28 16:35:36,true,2.45
Fountain Drink,5,2022-10-28 20:48:26,true,2.45
Fountain Drink,2,2022-10-28 14:12:48,true,2.45
Aggie Shakes,5,2022-10-28 04:31:11,false,4.49
Caesar Salad,4,2022-10-28 08:07:24,false,8.29
Black Bean Burger,5,2022-10-28 09:51:09,true,7.29
Ice Cream Cup,1,2022-10-28 04:21:57,false,3.29
Bacon Burger,2,2022-10-28 07:35:58,false,7.89
Ice Cream Cup,1,2022-10-28 18:57:23,false,3.29
Cookie Sandwich,5,2022-10-28 09:06:18,true,4.69
Cookie Sandwich,3,2022-10-28 18:27:37,true,4.69
French Fries,5,2022-10-28 10:26:02,true,2.69
Chicken Sandwich,5,2022-10-28 19:49:59,false,7.49
Chicken Sandwich,1,2022-10-28 16:28:18,true,7.49
Caesar Salad,3,2022-10-28 01:39:32,false,8.29
Ice Cream Cup,5,2022-10-28 00:40:15,true,3.29
Black Bean Burger,1,2022-10-28 01:20:19,false,7.29
French Fries,2,2022-10-28 09:12:49,false,2.69
Bacon Burger,5,2022-10-28 05:35:53,false,7.89
Caesar Salad,4,2022-10-28 23:26:04,true,8.29
Caesar Salad,2,2022-10-28 16:14:40,false,8.29
Chicken Tenders,2,2022-10-28 04:18:06,false,7.49
Gig Em Patty Melt,5,2022-10-28 05:22:40,true,4.69
Aggie Shakes,1,2022-10-28 23:11:17,true,4.49
Bacon Burger,3,2022-10-28 00:33:55,false,7.89
Black Bean Burger,1,2022-10-28 01:14:01,false,7.29
Cookie Sandwich,5,2022-10-28 17:48:37,true,4.69
Ice Cream Cup,5,2022-10-28 00:24:27,false,3.29
Fountain Drink,2,2022-10-28 17:57:13,true,2.45
Caesar Salad,3,2022-10-28 02:44:09,false,8.29
Gig Em Patty Melt,5,2022-10-28 00:34:36,false,2.69
Fountain Drink,3,2022-10-28 23:51:27,false,2.45
Chicken Sandwich,2,2022-10-28 21:40:35,false,7.49
Gig Em Patty Melt,4,2022-10-28 18:14:45,false,6.49
Classic Hamburger,5,2022-10-28 08:44:51,false,6.49
Caesar Salad,5,2022-10-28 16:38:08,false,8.29
Bacon Burger,5,2022-10-28 00:22:58,true,7.89
Caesar Salad,3,2022-10-28 19:01:59,false,8.29
Caesar Salad,3,2022-10-28 06:50:36,false,8.29
Ice Cream Cup,4,2022-10-28 14:36:16,false,3.29
Ice Cream Cup,1,2022-10-28 08:46:53,false,3.29
Bacon Burger,1,2022-10-28 06:41:10,true,7.89
French Fries,1,2022-10-28 14:48:15,true,2.69
French Fries,2,2022-10-28 13:58:19,false,2.69
Gig Em Patty Melt,3,2022-10-28 01:05:57,true,4.49
Fountain Drink,4,2022-10-28 18:59:50,false,2.45
French Fries,3,2022-10-28 13:41:10,true,2.69
Fountain Drink,1,2022-10-28 06:22:00,true,2.45
Cookie Sandwich,2,2022-10-28 01:14:51,false,4.69
Fountain Drink,3,2022-10-28 10:43:14,true,2.45
Gig Em Patty Melt,4,2022-10-28 09:30:54,false,7.49
Black Bean Burger,1,2022-10-28 15:14:46,false,7.29
Chicken Sandwich,4,2022-10-28 06:54:51,false,7.49
Bacon Burger,2,2022-10-28 12:32:58,true,7.89
Fountain Drink,3,2022-10-28 15:15:22,false,2.45
Classic Hamburger,4,2022-10-28 17:00:27,true,6.49
Aggie Shakes,1,2022-10-28 10:02:46,false,4.49
French Fries,1,2022-10-28 20:45:13,false,2.69
Gig Em Patty Melt,4,2022-10-28 18:49:37,true,3.29
Chicken Tenders,2,2022-10-28 19:45:29,true,7.49
French Fries,2,2022-10-28 20:16:26,false,2.69
Bacon Burger,1,2022-10-28 04:25:02,false,7.89
Caesar Salad,1,2022-10-28 16:55:33,true,8.29
Black Bean Burger,2,2022-10-28 08:24:49,false,7.29
Gig Em Patty Melt,3,2022-10-28 13:55:31,true,8.29
Caesar Salad,5,2022-10-28 06:59:40,false,8.29
Aggie Shakes,5,2022-10-28 16:57:00,false,4.49
Aggie Shakes,3,2022-10-28 08:55:56,false,4.49
Fountain Drink,1,2022-10-28 22:43:10,false,2.45
